key
"(108, 600000210172)"
"(403, 600000255768)"
"(54, 600000527198)"
"(359, 600000265786)"
"(35, 600000525839)"
"(302, 600000061061)"
"(418, 600000254532)"
"(212, 600000532974)"
"(120, 600000201036)"
"(38, 600000230299)"
"(427, 600000233693)"
"(34, 600000050608)"
"(59, 600000279180)"
"(350, 600000262534)"
"(25, 600000531275)"
"(609, 600000204605)"
"(511, 600000203125)"
"(194, 600000254975)"
"(234, 600000201251)"
"(37, 600000531312)"
"(61, 600000210630)"
"(109, 600000527418)"
"(353, 600000006800)"
"(21, 600000502665)"
"(582, 600000277906)"
"(261, 600000029258)"
"(536, 420000004329)"
"(164, 600000278534)"
"(546, 600000254762)"
"(135, 600000526479)"
"(97, 300000010604)"
"(622, 600000203210)"
"(16, 600000525604)"
"(368, 600000231205)"
"(180, 600000207114)"
"(104, 600000207737)"
"(128, 600000264584)"
"(350, 600000530048)"
"(221, 600000053066)"
"(392, 600000201935)"
"(117, 600000502224)"
"(16, 600000503236)"
"(244, 600000052035)"
"(125, 600000531988)"
"(619, 600000208642)"
"(642, 100000015397)"
"(148, 600000061957)"
"(367, 600000269251)"
"(3, 600000502141)"
"(390, 600000255666)"
"(115, 600000058565)"
"(50, 600000503795)"
"(483, 600000228499)"
"(293, 600000202043)"
"(285, 600000233036)"
"(462, 600000200021)"
"(169, 600000531247)"
"(689, 600000228961)"
"(45, 600000531600)"
"(456, 600000100121)"
"(286, 600000059263)"
"(300, 600000005763)"
