,상품명,단가,상품코드
600,속이알찬단팥빵,2980,8801068086898
601,서)잭팟토이캔디,2900,6914204008400
602,오뚜기)옛날국수중면900g,1900,8801045492407
603,즙용당근(특/봉/국산),1980,2100000631827
604,동원)꽁치400g,1980,8801047141143
605,생활가득위생백(대),3600,8809518522101
606,동원)추억의부산어묵150g+1,1000,8801047557807
607,서광)누룽지캔디,2480,8805194001855
608,오)오징어땅콩,2580,8801117796105
609,유경빈)우동전골소스,4900,8809144516017
610,오뚜기)옛날당면300g,3980,8801045480107
611,홍어(아르헨티나)200g이상,9900,2100000451203
612,팽이버섯(3입/특/봉/국산),1490,2100000629800
613,단미나리(1묶음/특/단/국산),3980,2100000632008
614,다듬송이(1kg/특/봉/국산),4980,2100000644483
615,사각아크릴수세미,1000,8809357183273
616,센)식자재중량롤백,8900,8809518520824
617,용왕김가루,12500,8809060472664
618,동서)맥심모카골드280T,29800,8801037047547
619,돼지 잡육,12216,201424
620,수입 등갈비,9166,207943
621,제당)돼지갈비양념장8,3800,8801007012094
622,곰표)라폰테스파게티500g,990,8888900400111
623,샤인중꼬지,3300,8808085603008
624,대림)야채듬뿍물만두,7950,8801066504202
625,오렌지 할인,8900,200817
626,향적궁오리훈제550g,8800,8809399170057
627,삼치,9800,206529
628,한우 부채살,15308,207320
629,롯)자일리톨알파기획,7850,8801062319879
630,머스크메론(통),6580,200646
631,3M고운수세미(CS-86),1150,8801230100100
632,크라운 초코하임(중)1,2800,8801111186216
633,금강산볶음참깨,6280,8809056217569
634,조은)고추가루32호2.5,18900,8809532970278
635,부탄가스맥스라이터가,1600,8801901021024
636,콜)아데스초코릿,1000,8801094711504
637,오뚜기)옛날자른미역50g,1980,8801045352107
638,가야산천년수2L*6,2000,8809274240219
639,감태,3800,206504
640,성경)파래김8단,3000,8807004802201
641,리엔흑모비책짙은갈색,4950,8801051385403
642,코)코카콜라1.25번들,3980,8801094012397
643,크)여행용티슈,2000,8801166021401
644,테이크아웃컵10온스,3100,8801208157686
645,오뚜기)쵸코핫케익500g,2300,8801045428406
646,대림)참피온소시지,1920,8801066021525
647,마니커)타요치킨너겟,6800,8809251332036
648,콜)콜라 215ml*6입,3800,8801094593025
649,해찬들)재래식된장14kg,22800,8801007053127
650,롯데)쿡소시지1kg,3300,8801123205196
651,신미)두부300g,750,8805211005019
652,씨)새야채270g,2980,8801007514475
653,오뚜기)부침가루1kg,2250,8801045423500
654,황보)냉동청양고추,3980,8809342240059
655,꽃담초연꽃리필1.3L,4980,8801051278552
656,3M스폰지/소(SL-86),1150,8801230100063
657,서)우유500,1800,8801115114130
658,언제나니곁에3겹30롤,8900,8801260113620
659,동서)후르츠칵테일850g,2550,8803993708975
660,해조은)고노리(밴댕이),7800,8809009749925
661,씨제이)햇반,10500,8801007803180
662,독새우(국물용),17800,8809009749758
663,서)비요트초코링143,1380,8801115212713
664,왕)수제등심돈까스,27500,8809226825952
665,롯데핫도그770g,7800,8801123701490
666,동서)보리차300g,2650,8801037006919
667,청정원)요리올리고당,3480,8801052727523
668,오뚜기)크림스프1kg,5900,8801045052502
669,오뚜기)스위트콘340g,1380,8801045363479
670,농)매운새우깡,3980,8801043026321
671,농)닭다리너겟,2250,8801043034562
672,"농)꿀꽈배기지퍼,대",3850,8801043026888
673,대림)오븐구이랍스터어묵,2980,8801066058484
674,해표)재래압착식참기름1.8L,15800,8801039919781
675,동)비퍼더스명장150*12입,4680,8801155972813
676,중원)소떡소떡,9500,8809402521180
677,빙)요플레클레식플레인85*4입,2700,8801104280037
678,오뚜기)스위트칠리소스280g,2900,8801045120522
679,코)환타파인,1200,8801094132705
680,롯)칠성사이다600ml,1500,8801056192013
681,동원)와인마늘햄160g,1000,8801047577041
682,농)신라면,3250,8801043014830
683,농)너구리얼큰,3980,8801043015011
684,오뚜기)김치왕교자,6980,8801045933368
685,해표)고소한참기름320ml,4980,8801039919699
686,오성)맛있는두부,1700,8802015111625
687,오뚜기)옛날국수소면900g,1900,8801045491400
688,동원)쇠고기육포40g,2380,8801047182948
689,삼립보름달,2980,8801068087000
690,동)콜롬비아마스터라떼,1600,8801037093766
691,코)스파클링청포도1.2,1100,8801094782306
692,삼)삼양라면멀티,2980,8801073102545
693,쉐프원)햄야채볶음밥,1500,8801052039572
694,"농)자갈치지퍼,대",3850,8801043026840
695,등갈비 구이용,27590,207193
696,서)우유1800,5100,8801115111030
697,동원면발의신가쓰오우동,3300,8801047271512
698,서산)국내산다진마늘,5900,8809072860015
699,생 목살,12454,207140
700,단감,2990,200586
701,썬키스트아침에사과,2980,8801105909036
702,수입 전감,8752,207951
703,깐쪽파(특/단/국산),6900,2100000630226
704,롯)구미구미3가지맛,1980,8801062898725
705,큐원)부침가루1kg,1200,8801013795103
706,소디프)숯불후랑크,600,8801633108383
707,동원)싱싱맛살실속500g,2750,8801047513292
708,동원)알뜰스모크햄1kg,4500,8801047576990
709,목우촌)교자만두1Kg,3980,8803712330722
710,케일(소분/특/봉/국산),4980,2100000625819
711,테크파워액체일반,6900,8801051216707
712,미암)깐메추리알,5500,8809272770022
713,서광)트롤리사우어글,1800,8437000482093
714,왕)해물완자,11000,8809226826225
715,남부)오륙도사각어묵,3000,8803556818929
716,3M다목적수세미대1p,1830,8806080009306
717,명진고무장갑고무장갑노랑대10P,8900,8802739466544
718,생활가득하이물엿8kg,5900,8809381270277
719,동서)TOP아메리카노275m,1000,8801037087550
720,서)짱구문어모양젤리,1780,8809256675855
721,쉐프원)진간장13L,12500,8801052745039
722,삼양)불닭볶음용기,1250,8801073210363
723,수입당근(특/봉/중국산),1280,2100000627073
724,농)백산수,500,8801043022781
725,에너자이저LR06/4P,2500,8888021202847
726,수입 냉장 찜갈비,27360,207913
727,풀무원)얇은피김치만두320g*2,6980,8801114145913
728,제당)강된장보리비빔밥280g,1980,8801007423180
729,동)개성왕쭈꾸미만두,6980,8801047315445
730,동원)개성왕새우만두315g*2,6980,8801047315124
731,비비고사골곰탕,850,8801007671222
732,천일)수타식중화면,2350,8801284261208
733,오양)간식왕핫도그,5800,8801088357817
734,대림)핫도그,5900,8801066720558
735,청정원)카놀라유500ml,3850,8801052728469
736,오리온 눈을감자(스낵,2500,8801117760601
737,서)쥬시파인애플젤리,1280,6935875216758
738,서)오키오파인애플구미,1180,9556437014598
739,크)100꽃게랑,1180,8801111770132
740,서울)앙팡까요까요딸기,4950,8801115620020
741,서울)앙팡까요까요초코,4950,8801115620150
742,바삭한요리유,3800,8801007526058
743,(삼립)티라미스3입,4980,8801068098297
744,삼립)까망베르3입,4980,8801068098303
745,삼립)아이스딸기모찌롤,3000,8801068376562
746,콘)더블비얀코,600,8801062623488
747,바)요맘때플레인바,330,8801104123839
748,농)사천짜파게티,5150,8801043017879
749,오레오오즈500g,8900,8801037065626
750,오뚜기)그대로카레(매)200g,1480,8801045307336
751,엘)아우라판타지기획,8900,8801051267532
752,양면필터수세미,1550,8809104185314
753,살림왕철수세미4p,2900,8809104181972
754,킹스판샤워타올,3000,8803139020138
755,오뚜기)핫케익가루500g,2000,8801045422404
756,냉이(소분/특/봉/국산),2980,2100000626090
757,남)맛있는우유GT200,900,8801069173580
758,오뚜기)참기름500ml,9900,8801045440545
759,사세)버팔로윙,11800,8809146313003
760,"봄동(봉,g)",2047,200998
761,하하)생새우70-90,2800,8809467033239
762,썬)세라믹냄비편수18,15000,8805332217469
763,무후라이팬편수,8400,8809206510045
764,키친아트경질냄비양수,13800,8805332004618
765,무튀김팬편수 26,9700,8809206510120
766,소담대접1P,5100,8809033990942
767,소담공기1P,4100,8809033990935
768,볼바구니3호,4900,8804982351127
769,중국자 업소용,1400,8809033999938
770,도루코뉴베이직식도,11800,8809389182169
771,보노바스켓딥형1호,1000,8809306482235
772,크리미은사수세미10p,3500,8802569102445
773,코)스킨텍스고무장갑(중),2380,8801775510020
774,크린장갑,1980,8801252042105
775,한식궁중볼10P,6900,8809033994711
776,한식롱저분10P,4700,8809033994728
777,해피가위,1600,8809096081724
778,칼라시트도마 중,2500,8809043124023
779,아크릴타원쟁반,8500,8805513022165
780,쿨라라정사각2호,2500,8809031235380
781,크린백중,2200,8801252022114
782,알파무선전기포트,11900,8802998039787
783,특허)p사각뒤지기,2600,8809095378894
784,오레오오즈레드,8800,8801037073409
785,EVA투톤누비슬리퍼,6800,8809102793306
786,엠보싱주걱중,700,8805921303023
787,도루코뉴베이직과도,4600,8809389182220
788,다이아)노바시 20미,9500,8809449222637
789,장가)활낙지300-500,9300,2100000529834
790,타원스테이크상판,7900,8809033996029
791,타원스테이크목판 대,4800,8809033996128
792,번개참라이트20W(기획,3900,8804656119305
793,시골장터맛콘380g,2800,8809414425070
794,왕)만두피,1450,8809627599698
795,생활가득프리미엄종이컵,600,8809490560276
796,헌트)페이스트3.15kg3.15kg,9800,27000388457
797,보보블루물티슈100매캡,700,8809429691163
798,롯데)스위트커널콘410g,780,8801118797958
799,"청피망(벌크,봉,개)",4980,201176
800,동서)올리브405g,1450,8803993705707
801,목)9단살코기햄1Kg,8900,8803712128213
802,농)안성탕면,3150,8801043014786
803,삼립)미니꿀약과,7200,8801068108309
804,삼)삼육두유24입,13500,8801136401028
805,참이슬후레쉬포켓/200,1250,8801048952304
806,동)다방커피카라멜,1000,8801155721817
807,대림)육즙에빠져바,1280,8801066057715
808,대림)한입에꼬치다,1280,8801066057708
809,쉐프원)딸기드레싱FS,7700,8801052751139
810,대림)왕교자만두,5850,8801066057289
811,맥스부탄가스4입,2980,8801901030033
812,해)빠새,1290,8801019608056
813,롯)쌀로별오리지널,1500,8801062384938
814,농)알새우칩,1250,8801043036399
815,화)애니데이뉴롱,8500,8801166222945
816,좋)매직쿠션슬날중,12300,8801166231275
817,오리온)썬갈릭M,1000,8801117681708
818,농)조청유과,1250,8801043036719
819,튜립고무장갑(대)10p,7900,2100000661510
820,소디프)팝콘치킨,5700,8801633503003
821,테이크아웃컵뚜껑(캡),2980,8809413120136
822,테이크아웃컵13온스,3400,8801208157693
823,슬라이스치즈1.8kg,16000,8801155603632
824,청우)치킨소스(골드)순2.1kg,5900,8809160223319
825,밤고구마(10kg/특/박스/국산),26800,2100000626939
826,청정원)쌀엿700g,3650,8801052901015
827,오뚜기)미향,4980,8801045220529
828,엘)아우라스모키용기,3980,8801051267716
829,오닉유기농순면오버10p,4250,8809416306018
830,귀이개면봉,1000,8809058411361
831,몽쉘생크림오리지날384g,2980,8801062632114
832,엘)수퍼타이리필,6700,8801051213645
833,박스테이프3P[투명],2200,8809031257108
834,홈스타뿌리는곰팡이싹750ml,4980,8801051270648
835,스위트골든볼파티,3900,8801068086980
836,동원)마일드참치,1890,8801047116295
837,카스후레쉬(캔)500ml,1950,8801858011024
838,조안나5L바닐라,8900,8801062451111
839,목우촌오븐구이떡갈비,7900,8803712325766
840,동)비퍼더스명장사과140*8입,2980,8801155428112
841,해표)고소한참기름1L,11900,8801039917305
842,진미)태양초고추장500g,2600,8801389015768
843,오뚜기)바몬드골드(순)100g,2400,8801045014111
844,남)초코우유(도라에몽기획),2980,8801069171067
845,게임박스,5400,2636470054007
846,"등심 카레,짜장용",2235,207161
847,늘처음.냉동닭절단육2kg,3980,8809401330455
848,마이쮸 /딸기(용기)11,2480,8801111614900
849,삼립핫도그번,1300,8801068033229
850,빙)요구르트65*15입,1600,8801104230186
851,신)참이슬후레쉬6지,7680,8801048959020
852,"마늘(깐마늘,500g,국내산)",2900,2100000610891
853,면사랑)생사리면,450,8802039031039
854,페리오플러스150*3,3000,8801051063370
855,황태채,6300,8809009740410
856,페리오토탈7오리지날,6500,8801051069136
857,오뚜기)꿀모과차1kg,4800,8802783680101
858,태)미쟝센데미지린스,6980,8801042704459
859,롯데)미림1.8L,7500,8801056023737
860,농)바나나킥(중)152g,2250,8801043036658
861,엘)퐁퐁아침보리리필,3250,8801051232363
862,청정원)쇠고기감치미500g,5480,8801052750866
863,누드케찹병 대,1200,8809021730130
864,롯)허쉬라지바밀크,1980,6942836707620
865,동서)화인커피500G,7900,8801037008562
866,뽀로로딸기,850,8801128945288
867,해)1500초코픽,1350,8801019308246
868,켈로그 콘푸로스트600,3980,8801083001425
869,핸드타올케이스,7900,8801208145324
870,명진고무장갑핑크(중),1800,8802739465257
871,오씨아니)완두콩400g,800,8809251212222
872,삼호)게맛살135g,1000,8801242637663
873,오천)연근조림/진공1K,5500,8809352813830
874,생활가득물티슈절약형400매,5980,8809138270697
875,삼립)경주빵,4900,8809129183463
876,해)4500홈런볼초코,3680,8801019310751
877,오)N초코파이12P,3580,8801117534912
878,제당)스팸200*3,9900,8801007519456
879,미니단백질바12000류,7900,8801117479404
880,크)콘치즈(중),1250,8801111183062
881,해)감자칩4번들,2980,8801019607844
882,농)수미칩머스타드,1990,8801043030748
883,수입 냉장 살치살,9462,207953
884,오리온 통아몬드,1700,8801117331009
885,돼지 사태살,5141,207169
886,접지노출콘센트3구,3300,8809217550979
887,도루코TOUCH3기,2200,8801038560052
888,동)생크림요거트85*4입,2800,8801155469917
889,해표)꽃소금1kg,1300,8801039703014
890,서)우유2300,6200,8801115111054
891,테라캔,8100,8801119740038
892,양지뜰)감자시즈닝(허니버터)500g,5500,8809150181896
893,콜)스포츠음료 기획,3800,2100000641864
894,푸건)쫄깃한편육,3300,8809379740836
895,동원)DHA참치3입(300g),4980,8801047815587
896,농)너구리순한맛,3800,8801043014960
897,오뚜기)스낵면110*5,2750,8801045520759
898,롯)칠성사이다1.5L,2300,8801056190019
899,청정원)스모크햄300g*2입,6020,8801052010861
900,롯)칸쵸씨리얼기획세트,2980,8801062014118
901,농)멘토스미니푸르티,4650,8710800970695
902,오뚜기)뿌셔뿌셔떡볶이,700,8801045560090
903,서)하리보골드베렌컵,2980,8691216093942
904,청정원)포도씨유900ml,6800,8801052951720
905,제당)맛군밤60*3번들,5980,8801007429700
906,표고버섯(500g/특/봉/별도표기),6900,2100000632374
907,청정원)우리밀부침가루450g,3650,8801052744308
908,청정원)로제스파게티600g,4380,8801052012926
909,남양)피자치즈300,7400,8801069170343
910,건대추(대지의축복),2700,8809132164039
911,흙당근(특/봉/국산),2980,2100000631810
912,디벨라)스파게티면8호500g,1100,8005121000085
913,★서해)코다리4-10,7500,2100000532186
914,농)수미칩,1980,8801043010047
915,몽쉘생크림카카오384g,2980,8801062632138
916,줄약과,2000,8804090000023
917,"오늘의바다)굴비,1.4kg",25000,2100000595815
918,"사과(30과,소분,벌크,개,box)",6900,200378
919,해)큰집식혜캔,680,8801105222067
920,배(30) 할인,8900,200416
921,참꼬막,15646,206589
922,씨)햄스빌베이컨135,3980,8801007521879
923,오뚜기)골드마요네스200g,1830,8801045141152
924,한)유부초밥160g*2입,3000,8801074801348
925,대교호일300*30,1700,8809162940306
926,양념 닭발,7000,207928
927,대림)와사비쌈무,2150,8801066650336
928,보보민트물티슈70매캡,1300,8809429691156
929,양면수목도마 중,9500,8807024003084
930,생활가득위생백(중),2700,8809518522118
931,음식물쓰레기통,5200,8809031239760
932,엘)MR.홈스타락스,3000,8801051270112
933,홈스타)락스와세제허벌시트러스,3750,8801051264043
934,싹지움다운세척솔,2390,8803614885023
935,굿매너빨아쓰는키친타올2+1롤,5900,8809361418408
936,청정원)초고추장14kg,24500,8801052016368
